file,line,quoted_sentence,classification,action_taken
content/mini-split-air-conditioners/mini-split-brands-ranked.mdx,189,"answer: ""Per the Senville LETO spec sheet, the SENL-12CD is rated 21.2-21.3 SEER2 with R-454B refrigerant and a 10-year compressor + 10-year parts warranty — at $600-$900 for the equipment. That's surprisingly strong specs for the price. The trade-offs are build refinement (thinner copper line sets,",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/mini-split-air-conditioners/mini-split-in-cold-climates.mdx,19,"- **State rebates + IRA HEAR / HOMES** make cold-climate heat pumps affordable in 2026; the federal 25C credit (up to $2,000) expired for installs after Dec 31, 2025 (OBBBA)",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/mini-split-air-conditioners/mini-split-in-cold-climates.mdx,62,"answer: ""The federal Section 25C credit (which covered up to $2,000 for qualifying heat pumps) expired for installs after Dec 31, 2025 under the OBBBA, so it no longer applies to 2026 installs. State rebate programs remain active and are particularly generous in the Northeast: Maine offers up to $2,",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/best-electric-tankless-water-heaters.mdx,92,"[""5"", ""Stiebel Eltron Tempra 29 Plus"", ""29"", ""0.99"", ""4.9"", ""2.2"", ""3× 50A"", ""$600–$800""],",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/best-electric-tankless-water-heaters.mdx,156,"At $600–$800, it's the premium option in the mid-range category. The three 50A circuits need #6 AWG wire — slightly more expensive than the #8 AWG used by 40A circuit configurations.",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/best-electric-tankless-water-heaters.mdx,179,"**Point-of-use strategy:** Instead of one large whole-home unit, consider multiple point-of-use units at each fixture group. Two ECO 11 units ($600 total) on separate circuits can serve two bathrooms independently, with simpler wiring and no central failure point.",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/best-electric-tankless-water-heaters.mdx,216,"A 36 kW unit needs four double-pole 40A breaker slots — that's 8 slots total. Many older panels are full or have only 2–4 open slots. A sub-panel ($300–$600) or main panel upgrade ($1,500–$3,000) may be needed.",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/best-electric-tankless-water-heaters.mdx,224,"[""Unit cost"", ""$180–$350"", ""$350–$600"", ""$550–$900""],",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/best-electric-tankless-water-heaters.mdx,225,"[""Electrician labor"", ""$200–$400"", ""$400–$800"", ""$600–$1,200""],",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/best-electric-tankless-water-heaters.mdx,226,"[""Wire and breakers"", ""$50–$150"", ""$150–$400"", ""$300–$600""],",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/best-electric-tankless-water-heaters.mdx,252,"**Install cost:** $1,200 (unit $430, electrician $500, materials $200, permit $70).",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/best-tankless-water-heaters.mdx,58,"[""Noritz EZ111"", ""199,900"", ""0.97"", ""11.1"", ""5.3"", ""12yr / 5yr"", ""$1,700–$2,000""],",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/best-tankless-water-heaters.mdx,88,**Best for:** Homeowners focused on maximum energy savings and tax credit qualification (UEF ≥ 0.95 requirement).,OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/best-tankless-water-heaters.mdx,91,"**Tax credit note (EXPIRED):** Through Dec 31, 2025, all three condensing models above qualified for the 30% federal Section 25C tax credit (up to $2,000 per year) because they exceed the 0.95 UEF threshold. On a $1,800 unit, that was a $540 credit — effectively paying for the efficiency premium ove",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/best-tankless-water-heaters.mdx,112,The unit is available in both indoor (V94iN) and outdoor (V94eN) configurations. It supports optional recirculation and has a 12-year heat exchanger warranty. The main trade-off vs condensing: you'll spend $200–$500 more on stainless steel venting and lose out on the IRA tax credit.,OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/best-tankless-water-heaters.mdx,182,"[""Maximum efficiency / tax credit"", ""Noritz EZ111"", ""0.97 UEF — highest in gas category""],",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/best-tankless-water-heaters.mdx,212,"headers={[""Model"", ""Unit Cost"", ""Typical Install"", ""Total Installed"", ""After IRA Credit""]}",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/best-tankless-water-heaters.mdx,236,"- **Federal 25C credit EXPIRED Dec 31, 2025** under the OBBBA — through that date, gas condensing units (UEF ≥ 0.95) qualified for 30% up to $2,000. For 2026 installs, IRA HEAR (income-qualified, up to $1,750 for water heaters) + state/utility rebates remain.",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/best-tankless-water-heaters.mdx,254,"question: ""Do tankless water heaters qualify for federal tax credits in 2026?"",",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/best-tankless-water-heaters.mdx,255,"answer: ""No — the federal Section 25C credit (which covered 30% of cost up to $2,000 per year for high-efficiency water heaters with UEF ≥ 0.95) expired for property placed in service after Dec 31, 2025 under the OBBBA (PL 119-21, signed July 4, 2025). Pre-expiration, most gas condensing models and ",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/best-tankless-water-heaters.mdx,267,"answer: ""Yes, but budget for installation complexity. A gas-to-gas swap requires upsizing the gas line (from 1/2\"" to 3/4\""), adding proper venting, and possibly relocating the unit. An electric-to-electric swap may require panel upgrades and new dedicated circuits. Plan for $2,000–$4,500 total for ",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/best-tankless-water-heaters.mdx,279,"answer: ""Outdoor units are weather-sealed and don't require venting — exhaust gases dissipate directly into the air. This simplifies installation and frees interior space. Indoor units need proper venting (PVC for condensing, stainless for non-condensing) routed through a wall or roof. Outdoor units",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/best-tankless-water-heaters.mdx,290,"{ label: ""IRS — Energy Efficient Home Improvement Credit (25C)"", url: ""https://www.irs.gov/credits-deductions/energy-efficient-home-improvement-credit"" },",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/is-tankless-water-heater-worth-it.mdx,37,**Payback period = (Tankless installed cost - Tank installed cost - Tax credits) / Annual energy savings**,OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/is-tankless-water-heater-worth-it.mdx,51,"[""Vacation home, electric"", ""$1,500"", ""$900"", ""$600 ($435 after IRA)"", ""$200"", ""2.2 years""],",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/is-tankless-water-heater-worth-it.mdx,52,"[""Vacation home, gas"", ""$3,500"", ""$1,500"", ""$2,000 ($1,475 after IRA)"", ""$250"", ""5.9 years""],",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/is-tankless-water-heater-worth-it.mdx,71,"[""Tax credits"", ""$0"", ""-$525"", ""$0"", ""-$165""],",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/is-tankless-water-heater-worth-it.mdx,96,"If your 4-year-old tank heater is working properly, ripping it out to install tankless has a 12–17 year payback. You are spending $2,000–$4,000 in today's dollars to save $150–$250 per year. Better to wait until the tank needs replacement.",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/is-tankless-water-heater-worth-it.mdx,118,"The incremental cost of tankless over tank during new construction is only $700–$1,400 (infrastructure is built from scratch either way). With IRA tax credits, the effective premium drops to $500–$900. Payback: 3–6 years. This is the slam-dunk scenario.",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/is-tankless-water-heater-worth-it.mdx,126,"Tankless eliminates 100% of standby energy waste during unoccupied periods. A vacation home occupied 3 months per year wastes $200–$600 per year keeping a tank hot. Tankless payback: 2–4 years. Plus zero risk of a frozen, burst tank during winter vacancy.",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/is-tankless-water-heater-worth-it.mdx,140,"**The numbers:** Gas condensing tankless installed during new construction: $2,800. Gas tank alternative: $1,600. Premium: $1,200. IRA credit: $420. Net premium: $780. Annual gas savings: $165 (warm climate, efficient unit). **Payback: 4.7 years.**",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/is-tankless-water-heater-worth-it.mdx,146,"**The numbers:** Electric tankless installed replacing a failed electric tank: $1,800. New electric tank alternative: $900. Premium: $900. IRA credit: $165. Net premium: $735. Annual savings: $160. **Payback: 4.6 years.**",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/is-tankless-water-heater-worth-it.mdx,152,"**The numbers:** Gas condensing tankless replacing a functioning 6-year-old gas tank: $4,200. No tank purchase needed (existing unit has 4–6 years left). Full premium: $4,200. IRA credit: $540. Net premium: $3,660. Annual savings: $220. **Payback: 16.6 years.**",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/is-tankless-water-heater-worth-it.mdx,158,"**The numbers:** Electric tankless installed in a cabin occupied 90 days/year: $1,500. Electric tank alternative: $900. Premium: $600. IRA credit: $135. Net premium: $465. Standby elimination savings: $210/year. Active usage savings: $40/year. Total annual savings: $250. **Payback: 1.9 years.**",PRICING_RANGE_NOT_A_CREDIT,"OK — pricing range / savings amount, no credit-claim verb"
content/tankless-water-heaters/is-tankless-water-heater-worth-it.mdx,168,"**Space savings:** 6–12 square feet of floor space reclaimed. In a 1,200 sq ft home at $200/sq ft value, that is $1,200–$2,400 in reclaimed space value.",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/is-tankless-water-heater-worth-it.mdx,183,"- **The federal 25C credit that previously reduced the net premium by $150–$600 expired Dec 31, 2025** under the OBBBA (PL 119-21, signed July 4, 2025); for 2026 installs, state/utility rebates plus IRA HEAR (income-qualified, up to $1,750 for water heaters) and HOMES (performance-based) remain the ",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/is-tankless-water-heater-worth-it.mdx,191,"answer: ""For most homeowners, yes. The payback ranges from 2–6 years in the best scenarios (new construction, vacation homes, warm-climate electric) to 10–17 years in less ideal scenarios (cold-climate retrofit replacing a working tank). The federal Section 25C credit (30% of cost, up to $2,000) tha",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/is-tankless-water-heater-worth-it.mdx,199,"answer: ""Over 20 years, the ROI ranges from 200–500% in favorable scenarios to break-even in unfavorable ones. New construction: 400–500% ROI. Tank-failure replacement: 300–450% ROI. Proactive retrofit (replacing working tank): 50–150% ROI. Vacation homes: 500–700% ROI due to eliminated standby wast",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/is-tankless-water-heater-worth-it.mdx,207,"answer: ""If your tank is approaching end of life (8+ years old, showing rust or sediment), yes — switching at the natural replacement point gives the best economics. If your tank is relatively new (under 5 years), wait. The premium paid for tankless ($2,000–$4,000 over a tank) needs 8–15 years of en",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/is-tankless-water-heater-worth-it.mdx,223,"answer: ""Payback varies by scenario: new construction (3.5–6 years), vacation home (2–4 years), warm-climate electric retrofit (5–8 years), tank-failure replacement (6–12 years), and proactive retrofit replacing a working tank (10–17 years). The federal 25C credit that previously shortened all payba",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/is-tankless-water-heater-worth-it.mdx,226,"question: ""Are there tax credits for tankless water heaters in 2026?"",",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/is-tankless-water-heater-worth-it.mdx,227,"answer: ""The federal Section 25C credit (which offered 30% of cost up to $2,000/year for qualifying high-efficiency water heaters with UEF ≥ 0.95) expired for property placed in service after Dec 31, 2025 under the OBBBA. For 2026 installs, the IRA HEAR program (income-qualified, point-of-sale rebat",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-cost.mdx,4,"description: ""Complete 2026 cost breakdown for tankless water heaters: unit prices, installation labor, electrical/gas work, permits, and total installed costs for every type. Includes regional pricing and tax credits.""",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-cost.mdx,29,"A tankless water heater costs **$1,200–$5,500 installed** in 2026, with the national average at **$3,100** for a gas condensing whole-home unit and **$1,800** for an electric whole-home unit. The unit itself is only 30–50% of the total cost — installation labor, gas or electrical upgrades, venting, ",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-cost.mdx,41,"[""Gas Non-Condensing"", ""$700–$1,400"", ""$1,200–$3,000"", ""$1,900–$4,400"", ""$2,800""],",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-cost.mdx,42,"[""Gas Condensing"", ""$1,200–$2,500"", ""$1,500–$3,500"", ""$2,700–$6,000"", ""$3,800""],",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-cost.mdx,61,"[""Noritz EZ111"", ""Gas condensing"", ""199,900 BTU/h"", ""$1,700–$2,000""],",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-cost.mdx,86,"[""Labor (plumber, 4–8 hours)"", ""$600"", ""$1,500"", ""Licensed plumber, local rates vary""],",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-cost.mdx,88,"[""Gas line extension (new run)"", ""$0"", ""$1,200"", ""If unit is relocated""],",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-cost.mdx,90,"[""Venting — Stainless (non-condensing)"", ""$200"", ""$600"", ""Category III stainless steel""],",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-cost.mdx,112,"[""Sub-panel (if needed)"", ""$0"", ""$600"", ""Alternative to full upgrade""],",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-cost.mdx,137,"[""Midwest/Plains (KC, OKC, Omaha)"", ""0.75–0.9x"", ""$2,000–$3,200"", ""$1,000–$1,600""],",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-cost.mdx,155,"[""Retrofit — different location in home"", ""$3,500–$6,000"", ""$2,000–$4,000""],",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-cost.mdx,160,"The cheapest retrofit is a like-for-like replacement: gas tankless replacing gas tankless at the same location, reusing existing gas lines and venting. Add $500–$2,000 for any location change, fuel-type switch, or infrastructure upgrade.",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-cost.mdx,162,## Tax Credits and Rebates (2026),OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-cost.mdx,164,"### Federal Section 25C — EXPIRED for installs after Dec 31, 2025",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-cost.mdx,166,"The federal Section 25C Energy Efficient Home Improvement Credit (which offered **30% of cost, up to $2,000 per year**, on qualified high-efficiency water heaters with UEF ≥ 0.95) **expired for property placed in service after Dec 31, 2025** under the OBBBA (PL 119-21, signed July 4, 2025). The cred",EXPIRED_FRAMED,OK — explicit past-tense / OBBBA-expired / negative-eligibility sentence
content/tankless-water-heaters/tankless-water-heater-cost.mdx,170,"If you installed a qualifying tankless water heater in 2024 or 2025 and didn't claim the 25C credit, you can typically file an amended return (Form 1040-X) to claim it. 25C does NOT allow carryforward of an unused credit.",EXPIRED_FRAMED,OK — explicit past-tense / OBBBA-expired / negative-eligibility sentence
content/tankless-water-heaters/tankless-water-heater-cost.mdx,176,"The IRA HEAR program (formerly HEEHRA) provides point-of-sale rebates (not tax credits) for income-eligible households. Electric water heaters qualify for up to $1,750 in rebates. Eligibility depends on household income relative to area median income. State-administered; check your state's program s",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-cost.mdx,180,Many utilities and state energy offices offer additional rebates stacking on top of federal credits:,OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-cost.mdx,188,"[""Massachusetts Mass Save"", ""$200–$600"", ""Gas tankless with UEF 0.90+""],",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-cost.mdx,196,"**Stacking strategy:** You can combine the federal 30% tax credit with state rebates and utility rebates. On a $1,800 condensing gas unit, that could mean: $540 federal credit + $300 utility rebate + $200 state rebate = **$1,040 total savings**, dropping your effective unit cost to $760.",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-cost.mdx,206,- IRA tax credit: $525,OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-cost.mdx,214,- IRA tax credit: $540,OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-cost.mdx,222,- IRA tax credit: $165,OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-cost.mdx,229,"- Incremental cost over a gas tank install: $1,200",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-cost.mdx,230,- IRA tax credit: $525,OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-cost.mdx,236,"**The new-construction advantage:** When building new, the incremental cost of tankless vs tank is only $800–$1,500 (because you need water heating either way). With tax credits, the payback drops to 3–5 years. In retrofits, the payback stretches to 10–17 years because you are paying full installati",PRICING_RANGE_NOT_A_CREDIT,"OK — pricing range / savings amount, no credit-claim verb"
content/tankless-water-heaters/tankless-water-heater-cost.mdx,279,"**Total installed:** $1,450 (unit $480, electrician $650, materials $220, permit $100). After IRA credit: **$1,306.**",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-cost.mdx,287,"**Total installed:** $3,400 (unit $1,500, plumber $1,100, gas line $450, venting $200, permits $150). After IRA credit: **$2,950.**",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-cost.mdx,295,"**Total installed:** $4,800 (unit $1,800, plumber $1,600, gas line $750, venting $350, electrical $150, permits $150). After IRA credit: **$4,260.**",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-cost.mdx,303,"**Total installed:** $9,200 (units $3,600, plumber $3,200, gas line $1,000, venting $600, cascade/recirc $400, permits $400). After IRA credits: **$8,120.**",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-cost.mdx,311,"- **Federal 25C credit EXPIRED Dec 31, 2025** (OBBBA) — for 2026 installs, IRA HEAR (income-qualified, up to $1,750 for water heaters) and HOMES (performance-based) replace it",EXPIRED_FRAMED,OK — explicit past-tense / OBBBA-expired / negative-eligibility sentence
content/tankless-water-heaters/tankless-water-heater-cost.mdx,333,"answer: ""Plumber labor for tankless installation runs $600–$1,800 depending on complexity and region. A simple like-for-like gas tankless swap takes 4–5 hours at $100–$200 per hour. A full retrofit with gas line upgrades, venting, and condensate drain takes 6–10 hours. Some plumbers offer flat-rate ",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-cost.mdx,337,"answer: ""Beyond the unit and install, plan for: annual descaling ($30–$200 per year), gas line upgrades ($300–$1,200 if your existing line is 1/2 inch), electrical panel upgrades ($1,500–$3,000 if your panel lacks capacity), venting modifications ($100–$600), permits ($50–$200), and the rare heating",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-cost.mdx,341,"answer: ""Converting from a tank to a tankless water heater typically costs $500–$2,000 more than a standard tankless install, due to infrastructure changes: gas line upgrades, new venting routes, removal and disposal of the old tank, and potentially capping old gas or water lines. Budget $2,500–$5,5",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-cost.mdx,353,"answer: ""In most cases, yes. Condensing units cost $400–$800 more than non-condensing, but they save $100–$300 on venting (PVC vs stainless steel) and reduce annual fuel costs by $50–$200. The federal 25C credit (which previously offered 30%, up to $2,000 for qualifying UEF ≥ 0.95 condensing units) ",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-cost.mdx,362,"{ label: ""IRS — Energy Efficient Home Improvement Credit (25C)"", url: ""https://www.irs.gov/credits-deductions/energy-efficient-home-improvement-credit"" },",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/electric-vs-gas-tankless.mdx,49,"[""Unit cost"", ""$1,200–$2,500"", ""$700–$1,400"", ""$300–$900""],",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/electric-vs-gas-tankless.mdx,50,"[""Installation cost"", ""$1,500–$3,500"", ""$1,200–$3,000"", ""$800–$2,500""],",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/electric-vs-gas-tankless.mdx,59,"[""IRA tax credit eligible"", ""Yes (UEF 0.95+)"", ""No (UEF too low)"", ""Yes (all models)""],",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/electric-vs-gas-tankless.mdx,130,"[""Unit"", ""$1,200–$2,500"", ""$350–$900""],",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/electric-vs-gas-tankless.mdx,131,"[""Labor"", ""$800–$2,000"", ""$400–$1,000""],",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/electric-vs-gas-tankless.mdx,132,"[""Infrastructure (gas line / wiring)"", ""$0–$1,200"", ""$150–$600""],",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/electric-vs-gas-tankless.mdx,133,"[""Venting"", ""$100–$600"", ""$0""],",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/electric-vs-gas-tankless.mdx,249,"- **Federal 25C credit EXPIRED Dec 31, 2025** (OBBBA) — both gas condensing (UEF 0.95+) and all electric tankless models qualified through that date. For 2026 installs, IRA HEAR (income-qualified, up to $1,750 for water heaters) + state/utility rebates remain active.",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-electricity.mdx,119,"[""Total daily usage"", ""12.3–13.8 kWh"", ""10.2 kWh"", ""20–26% less""],",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-electricity.mdx,211,"- **Savings vs electric tank: 20–26%** of total energy, primarily from eliminating standby loss",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-electricity.mdx,227,"answer: ""Yes — typically 20–26% less for the same hot water demand. The main savings come from eliminating standby loss (1.5–3.0 kWh/day that tank heaters waste keeping stored water hot) and the higher UEF efficiency (0.99 vs 0.92–0.95). A family of 4 saves 770–1,300 kWh/year, worth $130–$390 depend",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-electricity.mdx,231,"answer: ""If you're replacing a gas tank with an electric tankless, your electric bill will increase (by $30–$80/month), but your gas bill will decrease (by $20–$40/month). The net effect depends on local gas vs electricity prices. If you're replacing an electric tank with an electric tankless, your ",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/hot-water-recirculating-pump.mdx,179,"**Setup:** 2,800 sq ft home, Navien NPE-2 240S with ComfortFlow. Dedicated return line installed during construction ($600 for the pipe run).",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-guide.mdx,72,"[""Unit Cost (2026)"", ""$700–$1,400"", ""$1,200–$2,500"", ""$300–$800""],",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-guide.mdx,180,**Wiring:** Large electric units need 2–3 separate 40–50A circuits with #6 or #8 AWG copper wire. Wire runs from the panel to the heater location can cost $300–$600 each.,OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-guide.mdx,196,"[""Unit price"", ""$150–$350"", ""$350–$800"", ""$700–$1,400"", ""$1,200–$2,500""],",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-guide.mdx,197,"[""Installation labor"", ""$200–$500"", ""$500–$1,200"", ""$800–$1,500"", ""$1,000–$2,000""],",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-guide.mdx,198,"[""Electrical work"", ""$100–$300"", ""$400–$1,200"", ""$0–$100"", ""$0–$100""],",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-guide.mdx,200,"[""Venting"", ""N/A"", ""N/A"", ""$200–$600"", ""$100–$400""],",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-guide.mdx,206,### Federal Tax Credits and Rebates (2026),OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-guide.mdx,208,"The federal Section 25C credit (which offered 30% of cost, up to $2,000 per year, for qualifying high-efficiency water heaters with UEF ≥ 0.95) **expired for property placed in service after Dec 31, 2025** under the OBBBA (PL 119-21, signed July 4, 2025). The credit no longer applies to 2026 install",EXPIRED_FRAMED,OK — explicit past-tense / OBBBA-expired / negative-eligibility sentence
content/tankless-water-heaters/tankless-water-heater-guide.mdx,245,"**Total installed cost:** $3,100 (unit: $1,400, labor: $1,100, gas line upgrade: $400, venting: $200). After the 30% federal tax credit on the unit: **$2,680 effective cost.**",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-guide.mdx,265,"**Total installed cost:** $7,800 (two units: $4,000, labor: $2,200, gas line: $600, venting: $500, recirculation system: $500). After tax credits: **$6,600 effective cost.**",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
content/tankless-water-heaters/tankless-water-heater-guide.mdx,275,"**Total installed cost:** $1,100 (unit: $320, electrical work: $600, permits: $80, misc: $100).",OTHER,OK — FAQ question / URL / label / state-program / no-credit statement / incidental
